Date,station,river_hight,rainfall
11/12/2023,Kalawellawa,5.15,14.3
11/11/2023,Putupaula,2.18,1.6
11/11/2023,Ellagawa,7.84,12.5
11/11/2023,Rathnapura,2.88,14.6
11/11/2023,Magura,2.68,10.5
11/11/2023,Kalawellawa,5.86,1.5
11/10/2023,Putupaula,2.17,3.9
11/10/2023,Ellagawa,8.16,94.5
11/10/2023,Rathnapura,4.18,17.6
11/10/2023,Magura,2.98,14.8
11/10/2023,Kalawellawa,6.08,22.3
11/9/2023,Putupaula,2.27,5.2
11/9/2023,Ellagawa,7.38,8.2
11/9/2023,Rathnapura,3.05,0.9
11/9/2023,Magura,3.57,10
11/9/2023,Kalawellawa,6.02,45.8
11/8/2023,Putupaula,2.43,4.3
11/8/2023,Ellagawa,8.35,8.3
11/8/2023,Rathnapura,3.83,2.5
11/8/2023,Magura,2.99,14.7
11/8/2023,Kalawellawa,6,41
11/7/2023,Putupaula,2.32,21.2
11/7/2023,Ellagawa,8.49,74.4
11/7/2023,Rathnapura,5.11,35
11/7/2023,Magura,2.47,2.1
11/7/2023,Kalawellawa,5.72,65.1
11/6/2023,Putupaula,1.86,8.9
11/6/2023,Ellagawa,7.8,11.9
11/6/2023,Rathnapura,4.35,14.2
11/6/2023,Magura,2.8,2.5
11/6/2023,Kalawellawa,4.88,37.7
11/5/2023,Putupaula,1.95,12.2
11/5/2023,Ellagawa,7.72,16.3
11/5/2023,Rathnapura,3.6,18.5
11/5/2023,Magura,2.5,0
11/5/2023,Kalawellawa,5.2,7.8
11/4/2023,Putupaula,2.13,0
11/4/2023,Ellagawa,7.74,52
11/4/2023,Rathnapura,3.47,1839
11/4/2023,Magura,2.52,4.6
11/4/2023,Kalawellawa,5.66,3.6
11/3/2023,Putupaula,2.64,11.4
11/3/2023,Ellagawa,8,60.7
11/3/2023,Rathnapura,3.09,0.9
11/3/2023,Magura,3.97,38.7
11/3/2023,Kalawellawa,6.05,4.3
11/2/2023,Putupaula,2.81,1.8
11/2/2023,Ellagawa,8.71,4.4
11/2/2023,Rathnapura,4.9,32.1
11/2/2023,Magura,3.13,14.2
11/2/2023,Kalawellawa,6.63,1.6
11/1/2023,Putupaula,2.74,5.8
11/1/2023,Ellagawa,8.86,65.7
11/1/2023,Rathnapura,4.8,21.1
11/1/2023,Magura,4.11,32.5
11/1/2023,Kalawellawa,6.76,33.3
9/30/2023,Putupaula,3.87,14.6
9/30/2023,Ellagawa,10.4,75.5
9/30/2023,Rathnapura,6.66,47.5
9/30/2023,Magura,5.16,18.4
9/30/2023,Kalawellawa,8.41,47.3
9/29/2023,Putupaula,3.18,29.9
9/29/2023,Ellagawa,9.54,58.2
9/29/2023,Rathnapura,6.78,43.8
9/29/2023,Magura,5.4,23
9/29/2023,Kalawellawa,7.67,72.8
9/28/2023,Putupaula,2.4,22.9
9/28/2023,Ellagawa,8.3,88.2
9/28/2023,Rathnapura,5.79,78
9/28/2023,Magura,4.78,27.1
9/28/2023,Kalawellawa,6.07,68.7
9/27/2023,Putupaula,1.76,36
9/27/2023,Ellagawa,6.99,63.8
9/27/2023,Rathnapura,2.3,26
9/27/2023,Magura,3.22,15.2
9/27/2023,Kalawellawa,5.25,78.1
9/23/2023,Putupaula,1.25,12.5
9/23/2023,Ellagawa,6.05,10
9/23/2023,Rathnapura,1.92,32.6
9/23/2023,Magura,3.1,10.8
9/23/2023,Kalawellawa,3.8,38
9/22/2023,Putupaula,1.12,3.5
9/22/2023,Ellagawa,5.49,2
9/22/2023,Rathnapura,1.36,14.6
9/22/2023,Magura,1.93,0
9/22/2023,Kalawellawa,3.97,21.2
9/21/2023,Putupaula,1.63,0
9/21/2023,Ellagawa,5.8,1.2
9/21/2023,Rathnapura,1.5,0
9/21/2023,Magura,3.19,0
9/21/2023,Kalawellawa,5.35,0
9/20/2023,Putupaula,1.95,119.2
9/20/2023,Ellagawa,7.06,56.8
9/20/2023,Rathnapura,2.57,24.9
9/20/2023,Magura,4.91,29.8
9/20/2023,Kalawellawa,5.09,81.1
9/19/2023,Putupaula,0.88,2.6
9/19/2023,Ellagawa,5.68,5.7
9/19/2023,Rathnapura,1.74,10
9/19/2023,Magura,1.73,6.7
9/19/2023,Kalawellawa,3.26,7.6
9/18/2023,Putupaula,0.79,5.8
9/18/2023,Ellagawa,5.39,15.5
9/18/2023,Rathnapura,1.35,2.5
9/18/2023,Magura,1.62,4.8
9/18/2023,Kalawellawa,3.18,18.7
9/17/2023,Putupaula,0.73,0
9/17/2023,Ellagawa,5.47,0
9/17/2023,Rathnapura,1.52,0
9/17/2023,Magura,1.75,0
9/17/2023,Kalawellawa,3.2,0
9/16/2023,Putupaula,1.18,0.7
9/16/2023,Ellagawa,6.36,0
9/16/2023,Rathnapura,2.1,0
9/16/2023,Magura,2.1,1.2
9/16/2023,Kalawellawa,3.83,0
9/15/2023,Putupaula,1.43,40.3
9/15/2023,Ellagawa,7.52,27.5
9/15/2023,Rathnapura,3.9,31.5
9/15/2023,Magura,2.83,25.5
9/15/2023,Kalawellawa,4.32,21.1
9/14/2023,Putupaula,0.83,3
9/14/2023,Ellagawa,6.29,12.9
9/14/2023,Rathnapura,2.71,31.6
9/14/2023,Magura,2.03,16.7
9/14/2023,Kalawellawa,3.51,9.8
9/13/2023,Putupaula,0.96,4
9/13/2023,Ellagawa,5.95,2.3
9/13/2023,Rathnapura,1.63,0.7
9/13/2023,Magura,1.92,0
9/13/2023,Kalawellawa,3.62,3.9
9/12/2023,Putupaula,1.21,9.6
9/12/2023,Ellagawa,6.68,65
9/12/2023,Rathnapura,2.12,20.3
9/12/2023,Magura,2.15,22.4
9/12/2023,Kalawellawa,4.25,25.5
9/11/2023,Putupaula,1,5.5
9/11/2023,Ellagawa,6,5.7
9/11/2023,Rathnapura,2.32,14.3
9/11/2023,Magura,2.68,1.6
9/11/2023,Kalawellawa,4.18,5.2
9/10/2023,Putupaula,1.93,0
9/10/2023,Ellagawa,6.29,8
9/10/2023,Rathnapura,1.96,2.9
9/10/2023,Magura,2.6,9.9
9/10/2023,Kalawellawa,5.41,3.2
9/9/2023,Putupaula,2.84,0
9/9/2023,Ellagawa,8.14,17.3
9/9/2023,Rathnapura,2.76,9.3
9/9/2023,Magura,2.71,1.4
9/9/2023,Kalawellawa,6.65,9.3
9/8/2023,Putupaula,2.97,27.4
9/8/2023,Ellagawa,8.76,28.9
9/8/2023,Rathnapura,4.82,49.6
9/8/2023,Magura,4.17,20.6
9/8/2023,Kalawellawa,7.03,40.8
9/7/2023,Putupaula,2.83,42.3
9/7/2023,Ellagawa,8.67,34.2
9/7/2023,Rathnapura,4.45,29.9
9/7/2023,Magura,4.31,39
9/7/2023,Kalawellawa,7.05,29
9/6/2023,Putupaula,2.67,32
9/6/2023,Ellagawa,8.03,56.1
9/6/2023,Rathnapura,5.38,46
9/6/2023,Magura,4.49,30.6
9/6/2023,Kalawellawa,6.55,35.8
9/5/2023,Putupaula,2.81,23.3
9/5/2023,Ellagawa,8.71,16.7
9/5/2023,Rathnapura,3.32,12.7
9/5/2023,Magura,3.4,31.4
9/5/2023,Kalawellawa,6.64,13.1
9/4/2023,Putupaula,2.59,56
9/4/2023,Ellagawa,8.65,48
9/4/2023,Rathnapura,6.12,59.5
9/4/2023,Magura,4.27,22.7
9/4/2023,Kalawellawa,6.37,44.3
9/3/2023,Putupaula,1.98,47.7
9/3/2023,Ellagawa,7.12,86.9
9/3/2023,Rathnapura,2.74,49.7
9/3/2023,Magura,3.33,27
9/3/2023,Kalawellawa,5.51,70.2
9/2/2023,Putupaula,1.49,47.2
9/2/2023,Ellagawa,6.21,84.6
9/2/2023,Rathnapura,1.77,42.7
9/2/2023,Magura,3.93,34.8
9/2/2023,Kalawellawa,4.88,86.6
9/1/2023,Putupaula,1.06,84.5
9/1/2023,Ellagawa,5.58,34.2
9/1/2023,Rathnapura,0.98,19.3
9/1/2023,Magura,3.43,40.5
9/1/2023,Kalawellawa,3.67,61.6
8/31/2023,Putupaula,0.41,6
8/31/2023,Ellagawa,4.57,32.4
8/31/2023,Rathnapura,0.71,2.8
8/31/2023,Magura,1.21,9.1
8/31/2023,Kalawellawa,1.8,25
8/27/2023,Putupaula,0.33,0.2
8/27/2023,Ellagawa,3.64,10.6
8/27/2023,Rathnapura,0.2,0
8/27/2023,Magura,0.47,0
8/27/2023,Kalawellawa,1.26,0
8/14/2023,Putupaula,0.14,0
8/14/2023,Ellagawa,3.81,0
8/14/2023,Rathnapura,0.26,0
8/14/2023,Magura,0.67,2.7
8/14/2023,Kalawellawa,1.29,0
7/17/2023,Putupaula,0.17,0
7/17/2023,Ellagawa,4.5,1
7/17/2023,Rathnapura,0.76,0.8
7/17/2023,Magura,1.11,3.3
7/17/2023,Kalawellawa,1.81,0.8
7/7/2023,Putupaula,1.02,0
7/7/2023,Ellagawa,5.99,0
7/7/2023,Rathnapura,1.82,0
7/7/2023,Magura,2.12,0
7/7/2023,Kalawellawa,3.74,0
7/5/2023,Putupaula,1.51,9.1
7/5/2023,Ellagawa,7.05,15.1
7/5/2023,Rathnapura,3.09,13.8
7/5/2023,Magura,3.18,8.6
7/5/2023,Kalawellawa,4.57,21.5
7/4/2023,Putupaula,1.75,2
7/4/2023,Ellagawa,8.09,3.3
7/4/2023,Rathnapura,3.41,7.2
7/4/2023,Magura,2.36,3.8
7/4/2023,Kalawellawa,4.6,3.5
7/3/2023,Putupaula,1.2,5.8
7/3/2023,Ellagawa,7.38,34.2
7/3/2023,Rathnapura,6.1,34.5
7/3/2023,Magura,3.49,22.1
7/3/2023,Kalawellawa,4.15,43.1
6/30/2023,Putupaula,1.17,17.7
6/30/2023,Ellagawa,7.29,31
6/30/2023,Rathnapura,3.37,99.4
6/30/2023,Magura,2.66,25.7
6/30/2023,Kalawellawa,4.11,38.8
6/19/2023,Putupaula,0.43,0
6/19/2023,Ellagawa,5.19,2.1
6/19/2023,Rathnapura,1.28,0.3
6/19/2023,Magura,1.7,2.5
6/19/2023,Kalawellawa,2.36,2.6
6/17/2023,Putupaula,0.6,0.6
6/17/2023,Ellagawa,5.29,3.9
6/17/2023,Rathnapura,1.3,1.7
6/17/2023,Magura,1.85,3.6
6/17/2023,Kalawellawa,2.99,0
6/16/2023,Putupaula,1.01,0
6/16/2023,Ellagawa,5.59,0.4
6/16/2023,Rathnapura,1.49,3.1
6/16/2023,Magura,2.11,0
6/16/2023,Kalawellawa,3.95,0.7
6/14/2023,Putupaula,2.35,5.5
6/14/2023,Ellagawa,8.76,11.4
6/14/2023,Rathnapura,4.16,22.8
6/14/2023,Magura,4.73,26.4
6/14/2023,Kalawellawa,5.91,12.8
6/13/2023,Putupaula,1.77,42.7
6/13/2023,Ellagawa,8.11,37.9
6/13/2023,Rathnapura,5.62,50.8
6/13/2023,Magura,3.72,29.7
6/13/2023,Kalawellawa,5.2,43.4
6/9/2023,Putupaula,1.44,2.9
6/9/2023,Ellagawa,6.22,4.2
6/9/2023,Rathnapura,2.07,1.4
6/9/2023,Magura,2.22,2.8
6/9/2023,Kalawellawa,4.44,4.5
6/8/2023,Putupaula,1.97,13.5
6/8/2023,Ellagawa,6.25,15
6/8/2023,Rathnapura,1.94,21.2
6/8/2023,Magura,2.9,13.5
6/8/2023,Kalawellawa,6.36,7.1
6/7/2023,Putupaula,2.45,5.2
6/7/2023,Ellagawa,6.12,9.7
6/7/2023,Rathnapura,1.46,2.8
6/7/2023,Magura,4.2,0
6/7/2023,Kalawellawa,7.32,2.8
6/6/2023,Putupaula,2.46,57.4
6/6/2023,Ellagawa,7.12,73
6/6/2023,Rathnapura,3.56,70.3
6/6/2023,Magura,5.75,64.6
6/6/2023,Kalawellawa,7.48,53.6
6/5/2023,Putupaula,2.21,5.6
6/5/2023,Ellagawa,5.83,27.4
6/5/2023,Rathnapura,1.29,0
6/5/2023,Magura,5.5,116
6/5/2023,Kalawellawa,7.19,2.8
6/4/2023,Putupaula,2.41,13.4
6/4/2023,Ellagawa,6.99,58.3
6/4/2023,Rathnapura,2.76,7.7
6/4/2023,Magura,5.5,45.6
6/4/2023,Kalawellawa,7.18,196.3
6/3/2023,Putupaula,2.44,4.2
6/3/2023,Ellagawa,8.55,5
6/3/2023,Rathnapura,3.12,0
6/3/2023,Magura,4.95,0
6/3/2023,Kalawellawa,6.81,4.6
6/2/2023,Putupaula,1.69,15
6/2/2023,Ellagawa,8.12,100
6/2/2023,Rathnapura,5.16,141.3
6/2/2023,Magura,5.97,49
6/2/2023,Kalawellawa,5.27,15.5
5/31/2023,Putupaula,0.62,28.7
5/31/2023,Ellagawa,5.27,1.7
5/31/2023,Rathnapura,2.17,70.1
5/31/2023,Magura,4.37,15
5/31/2023,Kalawellawa,3.81,24.6
5/30/2023,Putupaula,0.4,0
5/30/2023,Ellagawa,4.65,0.6
5/30/2023,Rathnapura,1,0.1
5/30/2023,Magura,1,0
5/30/2023,Kalawellawa,1.76,0
5/29/2023,Putupaula,0.49,0.6
5/29/2023,Ellagawa,4.18,1.7
5/29/2023,Rathnapura,0.63,0
5/29/2023,Magura,1.07,3.4
5/29/2023,Kalawellawa,1.67,0.9
5/22/2023,Putupaula,0.43,6.5
5/22/2023,Ellagawa,4.68,1.4
5/22/2023,Rathnapura,0.94,0
5/22/2023,Magura,2.95,0
5/22/2023,Kalawellawa,2.61,4.2
5/21/2023,Putupaula,0.42,5.9
5/21/2023,Ellagawa,5.2,0
5/21/2023,Rathnapura,1.62,8.4
5/21/2023,Magura,1.96,6.2
5/21/2023,Kalawellawa,2.56,0
5/20/2023,Putupaula,0.47,8.3
5/20/2023,Ellagawa,5.12,1.8
5/20/2023,Rathnapura,1.24,18.1
5/20/2023,Magura,3.45,0
5/20/2023,Kalawellawa,2.9,0
5/18/2023,Putupaula,0.47,0
5/18/2023,Ellagawa,5.3,0
5/18/2023,Rathnapura,1.13,22.8
5/18/2023,Magura,1.73,0
5/18/2023,Kalawellawa,2.91,0
5/17/2023,Putupaula,0.6,0
5/17/2023,Ellagawa,5.11,0
5/17/2023,Rathnapura,1.23,0
5/17/2023,Magura,1.95,0
5/17/2023,Kalawellawa,3.47,0
5/16/2023,Putupaula,1.29,0
5/16/2023,Ellagawa,5.69,0.5
5/16/2023,Rathnapura,1.6,0
5/16/2023,Magura,2.42,0
5/16/2023,Kalawellawa,5.11,3.3
5/15/2023,Putupaula,1.86,4.3
5/15/2023,Ellagawa,6.95,24.7
5/15/2023,Rathnapura,2.66,4.5
5/15/2023,Magura,4.31,26.5
5/15/2023,Kalawellawa,5.81,25.5
5/14/2023,Putupaula,2.15,2.5
5/14/2023,Ellagawa,7.41,8
5/14/2023,Rathnapura,2.63,20.1
5/14/2023,Magura,2.94,9.9
5/14/2023,Kalawellawa,5.97,11.8
5/13/2023,Putupaula,2,5.9
5/13/2023,Ellagawa,7.33,35.5
5/13/2023,Rathnapura,4.7,36.4
5/13/2023,Magura,4.27,11
5/13/2023,Kalawellawa,5.93,14.5
5/12/2023,Putupaula,2.02,27.2
5/12/2023,Ellagawa,7.57,64.8
5/12/2023,Rathnapura,2.63,51.1
5/12/2023,Magura,5.2,71.3
5/12/2023,Kalawellawa,5.43,65.4
5/10/2023,Putupaula,1.16,22.9
5/10/2023,Ellagawa,6.52,110.3
5/10/2023,Rathnapura,1.67,20.7
5/10/2023,Magura,1.52,9.7
5/10/2023,Kalawellawa,3.91,21.4
5/7/2023,Putupaula,0.35,4
5/7/2023,Ellagawa,4.66,7.4
5/7/2023,Rathnapura,1.15,12
5/7/2023,Magura,1.6,3.5
5/7/2023,Kalawellawa,2.3,16
5/6/2023,Putupaula,0.38,1
5/6/2023,Ellagawa,4.52,0
5/6/2023,Rathnapura,0.8,0
5/6/2023,Magura,1.5,1.2
5/6/2023,Kalawellawa,2.48,0.8
5/5/2023,Putupaula,0.47,52.1
5/5/2023,Ellagawa,4.49,7.4
5/5/2023,Rathnapura,1.11,4.5
5/5/2023,Magura,2.92,12.8
5/5/2023,Kalawellawa,3.12,19.3
5/4/2023,Putupaula,0.34,8.9
5/4/2023,Ellagawa,4.56,0.4
5/4/2023,Rathnapura,0.78,8.4
5/4/2023,Magura,1.81,4.8
5/4/2023,Kalawellawa,2.57,67.6
5/2/2023,Putupaula,0.64,1.6
5/2/2023,Ellagawa,5,29.4
5/2/2023,Rathnapura,1.18,6.8
5/2/2023,Magura,2.36,15.4
5/2/2023,Kalawellawa,3.37,38.5
4/30/2023,Putupaula,0.67,7.7
4/30/2023,Ellagawa,5.35,10.9
4/30/2023,Rathnapura,1.49,19.4
4/30/2023,Magura,1.5,3.6
4/30/2023,Kalawellawa,2.24,15.7
4/29/2023,Putupaula,0.68,14.5
4/29/2023,Ellagawa,4.9,60.4
4/29/2023,Rathnapura,0.81,14.8
4/29/2023,Magura,1.1,11
4/29/2023,Kalawellawa,2.23,44
3/2/2023,Putupaula,0.35,0
3/2/2023,Ellagawa,4.01,0
3/2/2023,Rathnapura,0.41,0
3/2/2023,Magura,1.15,0
3/2/2023,Kalawellawa,1.8,0
2/4/2023,Putupaula,0.49,22.6
2/4/2023,Ellagawa,5.06,9.9
2/4/2023,Rathnapura,1.17,65.3
2/4/2023,Magura,3.49,49.5
2/4/2023,Kalawellawa,3.38,38.9
2/1/2023,Putupaula,0.41,0.3
2/1/2023,Ellagawa,4,0
2/1/2023,Rathnapura,0.39,0
2/1/2023,Magura,0.8,0
2/1/2023,Kalawellawa,1.76,0
1/31/2023,Putupaula,0.44,0.3
1/31/2023,Ellagawa,4.06,0.5
1/31/2023,Rathnapura,0.41,0
1/31/2023,Magura,0.85,0
1/31/2023,Kalawellawa,1.7,0
12/26/2022,Putupaula,0.92,44.3
12/26/2022,Ellagawa,5.66,39.8
12/26/2022,Rathnapura,1.22,27.1
12/26/2022,Magura,1.2,3.6
12/26/2022,Kalawellawa,2.32,36.7
12/21/2022,Putupaula,0.49,0
12/21/2022,Ellagawa,4.45,0
12/21/2022,Rathnapura,0.8,4
12/21/2022,Magura,1.5,2.6
12/21/2022,Kalawellawa,2.12,0
12/18/2022,Putupaula,0.83,0
12/18/2022,Ellagawa,4.57,0
12/18/2022,Rathnapura,0.84,0
12/18/2022,Magura,1.54,0
12/18/2022,Kalawellawa,3.53,0
12/7/2022,Putupaula,0.61,0
12/7/2022,Ellagawa,5.09,0
12/7/2022,Rathnapura,1.13,0
12/7/2022,Magura,1.49,0
12/7/2022,Kalawellawa,2.48,0
12/6/2022,Putupaula,1.34,1.1
12/6/2022,Ellagawa,5.78,3.6
12/6/2022,Rathnapura,1.53,4.2
12/6/2022,Magura,1.85,0
12/6/2022,Kalawellawa,4.51,1.3
12/5/2022,Putupaula,2,121.4
12/5/2022,Ellagawa,7.55,60.8
12/5/2022,Rathnapura,2.83,16.3
12/5/2022,Magura,3.59,27.8
12/5/2022,Kalawellawa,5.43,64.3
12/3/2022,Putupaula,0.88,23
12/3/2022,Ellagawa,5.82,31.9
12/3/2022,Rathnapura,1.59,3.4
12/3/2022,Magura,1.41,26.1
12/3/2022,Kalawellawa,2.96,34.7
11/18/2022,Putupaula,0.81,0
11/18/2022,Ellagawa,5.29,0
11/18/2022,Rathnapura,1.45,0
11/18/2022,Magura,1.59,0
11/18/2022,Kalawellawa,3.13,0
11/17/2022,Putupaula,1.42,0
11/17/2022,Ellagawa,6.14,0
11/17/2022,Rathnapura,2.21,0.3
11/17/2022,Magura,1.96,0
11/17/2022,Kalawellawa,4.29,0
11/15/2022,Putupaula,2.21,138.4
11/15/2022,Ellagawa,8.13,129.8
11/15/2022,Rathnapura,5.01,65.5
11/15/2022,Magura,4.58,18.9
11/15/2022,Kalawellawa,5.73,70
11/12/2022,Putupaula,0.7,1
11/12/2022,Ellagawa,5.21,0
11/12/2022,Rathnapura,1.41,0.6
11/12/2022,Magura,1.61,0
11/12/2022,Kalawellawa,2.77,0
11/11/2022,Putupaula,0.94,1
11/11/2022,Ellagawa,5.8,0
11/11/2022,Rathnapura,1.85,7.8
11/11/2022,Magura,1.91,10.1
11/11/2022,Kalawellawa,3.63,9
11/10/2022,Putupaula,1.24,2.3
11/10/2022,Ellagawa,6.55,0.7
11/10/2022,Rathnapura,2.65,4.2
11/10/2022,Magura,2.48,5.3
11/10/2022,Kalawellawa,4.81,13.8
11/9/2022,Putupaula,1.2,3.5
11/9/2022,Ellagawa,6.61,96
11/9/2022,Rathnapura,2.33,28.3
11/9/2022,Magura,1.85,6.2
11/9/2022,Kalawellawa,3.79,7.2
11/8/2022,Putupaula,0.95,2.1
11/8/2022,Ellagawa,6.69,8.1
11/8/2022,Rathnapura,3,59.3
11/8/2022,Magura,2.11,3.5
11/8/2022,Kalawellawa,3.36,48.2
11/7/2022,Putupaula,0.8,0
11/7/2022,Ellagawa,6.12,0
11/7/2022,Rathnapura,2.27,27
11/7/2022,Magura,2.09,0.9
11/7/2022,Kalawellawa,3.24,0
11/6/2022,Putupaula,1.23,5.9
11/6/2022,Ellagawa,7.11,44.8
11/6/2022,Rathnapura,3.08,14.2
11/6/2022,Magura,3.41,10.7
11/6/2022,Kalawellawa,4.14,18.6
11/5/2022,Putupaula,0.79,25.5
11/5/2022,Ellagawa,6.27,16.1
11/5/2022,Rathnapura,2.51,3.4
11/5/2022,Magura,1.63,7.5
11/5/2022,Kalawellawa,3.04,11
10/31/2022,Putupaula,1.36,0
10/31/2022,Ellagawa,7.52,10.8
10/31/2022,Rathnapura,5.15,55.7
10/31/2022,Magura,1.68,0
10/31/2022,Kalawellawa,4.21,1.8
10/30/2022,Putupaula,0.99,3.5
10/30/2022,Ellagawa,5.8,1.3
10/30/2022,Rathnapura,1.75,24.8
10/30/2022,Magura,2.48,18
10/30/2022,Kalawellawa,3.17,14.7
10/27/2022,Putupaula,2,7.5
10/27/2022,Ellagawa,6.75,5.1
10/27/2022,Rathnapura,2.5,7.2
10/27/2022,Magura,2.8,7.9
10/27/2022,Kalawellawa,5.89,19
10/26/2022,Putupaula,2.47,1.4
